Wed Apr 02 00:27:14 2025


Number of Points = 4490

Depth (nm)	Load (µN)	Time (s)	Disp. Voltage(V)	Force Voltage(V)
59.798826	2061.518903	20.399565	-0.011044	2.371582
59.736020	2056.686486	20.404570	-0.011028	2.368896
59.680456	2051.658266	20.409575	-0.011015	2.366100
59.669699	2046.582467	20.414579	-0.011011	2.363281
59.599320	2041.620641	20.419584	-0.010994	2.360512
59.506078	2036.732796	20.424589	-0.010971	2.357777
59.514151	2031.566110	20.429594	-0.010972	2.354902
59.484409	2026.401212	20.434599	-0.010965	2.352017
59.549766	2021.519643	20.439603	-0.010980	2.349303
59.312514	2016.572251	20.444608	-0.010923	2.346496
59.389391	2011.478443	20.449613	-0.010940	2.343660
59.388106	2006.475463	20.454618	-0.010939	2.340857
59.245170	2001.583868	20.459623	-0.010905	2.338088
59.147902	1996.401359	20.464627	-0.010881	2.335160
59.106827	1991.205864	20.469632	-0.010870	2.332232
59.074427	1986.328700	20.474637	-0.010862	2.329480
59.064015	1981.306924	20.479642	-0.010859	2.326648
59.148104	1976.190659	20.484647	-0.010879	2.323776
59.065900	1971.240799	20.489651	-0.010858	2.320964
58.999146	1966.337842	20.494656	-0.010842	2.318179
58.871444	1961.226948	20.499661	-0.010811	2.315261
58.948904	1956.046099	20.504666	-0.010829	2.312337
58.809903	1951.209573	20.509671	-0.010795	2.309565
58.782430	1946.177557	20.514675	-0.010788	2.306700
58.839565	1941.038983	20.519680	-0.010801	2.303785
58.743659	1936.106624	20.524685	-0.010777	2.300957
58.692450	1931.196442	20.529690	-0.010764	2.298145
58.599152	1926.011400	20.534695	-0.010741	2.295166
58.490610	1920.898024	20.539699	-0.010715	2.292221
58.567129	1915.972523	20.544704	-0.010733	2.289414
58.502858	1910.941150	20.549709	-0.010717	2.286516
58.502491	1905.902232	20.554714	-0.010716	2.283623
58.415322	1900.925747	20.559719	-0.010695	2.280745
58.399538	1896.020231	20.564723	-0.010690	2.277918
58.346084	1890.849793	20.569728	-0.010677	2.274928
58.288773	1885.759862	20.574733	-0.010663	2.271979
58.367274	1880.876719	20.579738	-0.010681	2.269172
58.365209	1875.762573	20.584743	-0.010680	2.266212
58.294586	1870.728570	20.589747	-0.010662	2.263283
58.126772	1865.848553	20.594752	-0.010621	2.260420
57.959574	1860.938101	20.599757	-0.010581	2.257536
57.971332	1855.622658	20.604762	-0.010583	2.254447
57.862733	1850.616533	20.609767	-0.010557	2.251511
57.787150	1845.733440	20.614771	-0.010538	2.248649
57.901274	1840.607124	20.619776	-0.010565	2.245677
57.821923	1835.564291	20.624781	-0.010545	2.242713
57.751002	1830.718373	20.629786	-0.010527	2.239863
57.675868	1825.654621	20.634791	-0.010509	2.236880
57.776586	1820.417864	20.639795	-0.010532	2.233825
57.769084	1815.434659	20.644800	-0.010530	2.230894
57.680769	1810.480929	20.649805	-0.010508	2.227962
57.656026	1805.442556	20.654810	-0.010502	2.224988
57.524321	1800.443665	20.659815	-0.010470	2.222012
57.485072	1795.571600	20.664819	-0.010460	2.219126
57.522656	1790.372567	20.669824	-0.010468	2.216057
57.373743	1785.226864	20.674829	-0.010432	2.212979
57.480714	1780.318414	20.679834	-0.010457	2.210087
57.098038	1775.394831	20.684839	-0.010365	2.207088
57.286948	1770.266975	20.689843	-0.010409	2.204074
57.181391	1765.350673	20.694848	-0.010384	2.201124
57.138264	1760.394366	20.699853	-0.010373	2.198159
57.077944	1755.169886	20.704858	-0.010358	2.195026
56.990630	1750.151504	20.709863	-0.010336	2.192007
57.023258	1745.226133	20.714867	-0.010344	2.189063
57.021911	1740.174845	20.719872	-0.010343	2.186033
57.031864	1735.088708	20.724877	-0.010344	2.182979
57.088255	1730.218122	20.729882	-0.010357	2.180061
56.748289	1725.180727	20.734887	-0.010275	2.176960
56.806207	1719.928150	20.739891	-0.010289	2.173802
56.777933	1715.008968	20.744896	-0.010281	2.170825
56.785118	1710.000152	20.749901	-0.010282	2.167797
56.683092	1704.972367	20.754906	-0.010257	2.164731
56.573720	1699.969597	20.759911	-0.010231	2.161675
56.517038	1695.051293	20.764915	-0.010217	2.158676
56.565135	1689.837184	20.769920	-0.010228	2.155513
56.478733	1684.800822	20.774925	-0.010206	2.152428
56.335817	1679.937732	20.779930	-0.010172	2.149432
56.455718	1674.826877	20.784935	-0.010200	2.146334
56.429366	1669.797625	20.789939	-0.010193	2.143251
56.344259	1664.942757	20.794944	-0.010172	2.140260
56.333647	1659.806460	20.799949	-0.010169	2.137106
56.336098	1654.611532	20.804954	-0.010169	2.133914
56.199915	1649.667974	20.809959	-0.010136	2.130844
56.274050	1644.642504	20.814963	-0.010153	2.127762
56.106686	1639.619215	20.819968	-0.010112	2.124628
56.131416	1634.665925	20.824973	-0.010117	2.121572
55.930412	1629.775120	20.829978	-0.010069	2.118503
56.009085	1624.514937	20.834983	-0.010087	2.115259
55.920158	1619.544142	20.839987	-0.010065	2.112154
55.863992	1614.630675	20.844992	-0.010051	2.109088
55.929539	1609.542364	20.849997	-0.010066	2.105933
55.920489	1604.536412	20.855002	-0.010063	2.102809
55.783715	1599.627592	20.860007	-0.010030	2.099716
55.731624	1594.445360	20.865011	-0.010017	2.096464
55.671221	1589.335193	20.870016	-0.010002	2.093250
55.492090	1584.483829	20.875021	-0.009959	2.090169
55.597650	1579.386866	20.880026	-0.009983	2.086989
55.436628	1574.376472	20.885031	-0.009944	2.083802
55.668084	1569.410854	20.890035	-0.009999	2.080721
55.545643	1564.354309	20.895040	-0.009969	2.077504
55.475928	1559.208348	20.900045	-0.009952	2.074236
55.279026	1554.367992	20.905050	-0.009904	2.071130
55.218721	1549.320704	20.910055	-0.009889	2.067917
55.127217	1544.273428	20.915059	-0.009867	2.064693
55.280137	1539.300743	20.920064	-0.009903	2.061562
55.068085	1534.330977	20.925069	-0.009851	2.058351
55.147906	1529.052855	20.930074	-0.009870	2.055000
54.990278	1524.158594	20.935079	-0.009832	2.051839
55.182492	1519.097502	20.940083	-0.009877	2.048640
54.895240	1514.121843	20.945088	-0.009808	2.045389
54.954789	1509.153892	20.950093	-0.009821	2.042212
54.734248	1504.226254	20.955098	-0.009768	2.038996
54.756361	1498.981074	20.960103	-0.009773	2.035622
54.769143	1493.997633	20.965107	-0.009775	2.032409
54.709701	1489.077150	20.970112	-0.009760	2.029217
54.670027	1484.004131	20.975117	-0.009750	2.025925
54.704591	1479.034080	20.980122	-0.009758	2.022710
54.525622	1474.137041	20.985127	-0.009715	2.019492
54.429673	1468.897067	20.990131	-0.009691	2.016063
54.484508	1463.854668	20.995136	-0.009704	2.012790
54.514687	1458.849891	21.000141	-0.009710	2.009531
54.610715	1453.762566	21.005146	-0.009733	2.006227
54.522469	1448.774400	21.010151	-0.009711	2.002942
54.283039	1443.905229	21.015155	-0.009653	1.999697
54.295777	1438.730051	21.020160	-0.009656	1.996301
54.193592	1433.741822	21.025165	-0.009631	1.992996
54.223884	1428.788318	21.030170	-0.009637	1.989738
54.044048	1423.787723	21.035175	-0.009594	1.986398
54.107491	1418.770907	21.040179	-0.009608	1.983095
54.041223	1413.827107	21.045184	-0.009592	1.979806
53.944099	1408.581898	21.050189	-0.009568	1.976304
53.816527	1403.633388	21.055194	-0.009537	1.972987
53.828907	1398.658955	21.060199	-0.009539	1.969678
53.711528	1393.626768	21.065203	-0.009511	1.966296
53.714216	1388.652144	21.070208	-0.009511	1.962974
53.849165	1383.660335	21.075213	-0.009542	1.959664
53.722896	1378.495718	21.080218	-0.009512	1.956174
53.743852	1373.475330	21.085223	-0.009516	1.952807
53.671390	1368.531732	21.090227	-0.009498	1.949466
53.520144	1363.514026	21.095232	-0.009461	1.946051
53.470996	1358.581485	21.100237	-0.009449	1.942711
53.460740	1353.612122	21.105242	-0.009446	1.939348
53.319837	1348.429694	21.110247	-0.009412	1.935806
53.480889	1343.423083	21.115251	-0.009450	1.932446
53.240515	1338.512077	21.120256	-0.009392	1.929053
53.258684	1333.395033	21.125261	-0.009395	1.925572
53.209432	1328.486150	21.130266	-0.009383	1.922212
53.080169	1323.445477	21.135271	-0.009351	1.918738
53.078893	1318.300831	21.140275	-0.009351	1.915216
53.039328	1313.393192	21.145280	-0.009341	1.911841
52.978378	1308.374090	21.150285	-0.009325	1.908378
53.073927	1303.291059	21.155290	-0.009348	1.904901
52.873725	1298.411367	21.160295	-0.009299	1.901490
52.747321	1293.291998	21.165299	-0.009268	1.897924
52.759255	1288.164116	21.170304	-0.009271	1.894377
52.602191	1283.282290	21.175309	-0.009233	1.890956
52.902269	1278.116462	21.180314	-0.009304	1.887437
52.776830	1273.152893	21.185319	-0.009273	1.883953
52.580820	1268.295578	21.190323	-0.009226	1.880520
52.589685	1263.053251	21.195328	-0.009227	1.876860
52.538833	1258.074605	21.200333	-0.009214	1.873364
52.447759	1253.139125	21.205338	-0.009192	1.869881
52.337605	1248.090161	21.210343	-0.009165	1.866308
52.400434	1243.150863	21.215347	-0.009180	1.862846
52.344353	1238.103233	21.220352	-0.009166	1.859273
52.344810	1232.891698	21.225357	-0.009165	1.855591
52.265477	1227.969533	21.230362	-0.009146	1.852087
52.325380	1222.889512	21.235367	-0.009159	1.848498
52.072945	1217.923188	21.240371	-0.009098	1.844908
52.016343	1213.035267	21.245376	-0.009084	1.841414
52.050551	1207.858943	21.250381	-0.009092	1.837729
51.982967	1202.858398	21.255386	-0.009075	1.834138
51.974078	1197.885439	21.260391	-0.009072	1.830574
51.932664	1192.811081	21.265395	-0.009062	1.826922
51.825405	1187.901130	21.270400	-0.009036	1.823365
51.800598	1182.854422	21.275405	-0.009029	1.819723
51.819968	1177.650522	21.280410	-0.009033	1.815971
51.703403	1172.761191	21.285415	-0.009005	1.812405
51.633470	1167.740064	21.290419	-0.008987	1.808748
51.527020	1162.701644	21.295424	-0.008961	1.805062
51.493648	1157.789707	21.300429	-0.008953	1.801479
51.460297	1152.656181	21.305434	-0.008944	1.797726
51.451121	1147.628859	21.310439	-0.008941	1.794050
51.358113	1142.690256	21.315443	-0.008919	1.790410
51.309053	1137.652847	21.320448	-0.008906	1.786702
51.124349	1132.743906	21.325453	-0.008862	1.783046
51.230684	1127.611448	21.330458	-0.008886	1.779290
51.144241	1122.475296	21.335463	-0.008865	1.775476
51.165362	1117.541522	21.340467	-0.008870	1.771830
51.156207	1112.479741	21.345472	-0.008867	1.768075
51.004824	1107.519316	21.350477	-0.008830	1.764350
51.003356	1102.535602	21.355482	-0.008829	1.760638
50.889094	1097.382825	21.360487	-0.008801	1.756764
50.953202	1092.432330	21.365491	-0.008816	1.753078
50.835477	1087.443957	21.370496	-0.008787	1.749309
50.764543	1082.410961	21.375501	-0.008770	1.745510
50.784699	1077.499878	21.380506	-0.008774	1.741819
50.743239	1072.264739	21.385511	-0.008763	1.737859
50.589415	1067.307591	21.390515	-0.008726	1.734071
50.616599	1062.312475	21.395520	-0.008732	1.730294
50.603223	1057.240092	21.400525	-0.008728	1.726438
50.529855	1052.368679	21.405530	-0.008710	1.722712
50.469491	1047.246205	21.410535	-0.008695	1.718789
50.302221	1042.228106	21.415539	-0.008654	1.714908
50.399590	1037.250203	21.420544	-0.008677	1.711120
50.181652	1032.230632	21.425549	-0.008624	1.707208
50.159255	1027.330746	21.430554	-0.008619	1.703431
50.192045	1022.182186	21.435559	-0.008626	1.699468
50.157054	1017.059246	21.440563	-0.008617	1.695497
50.044367	1012.126596	21.445568	-0.008589	1.691645
49.946006	1007.087333	21.450573	-0.008565	1.687704
49.920122	1002.163316	21.455578	-0.008558	1.683863
49.907190	997.081833	21.460583	-0.008555	1.679894
49.859547	991.984666	21.465587	-0.008543	1.675894
49.821642	987.050659	21.470592	-0.008533	1.672015
49.882074	981.956679	21.475597	-0.008547	1.668028
49.822254	977.045582	21.480602	-0.008532	1.664143
49.855244	971.953196	21.485607	-0.008539	1.660131
49.651484	966.864701	21.490611	-0.008490	1.656047
49.591370	961.947767	21.495616	-0.008475	1.652129
49.367141	956.942897	21.500621	-0.008421	1.648086
49.422851	951.972737	21.505626	-0.008434	1.644138
49.331479	946.934857	21.510631	-0.008411	1.640086
49.275523	941.837899	21.515635	-0.008397	1.635987
49.171204	936.935311	21.520640	-0.008372	1.632020
49.079865	931.890182	21.525645	-0.008349	1.627931
49.232135	926.909110	21.530650	-0.008385	1.623953
49.151450	921.783127	21.535655	-0.008365	1.619782
49.088966	916.711377	21.540659	-0.008350	1.615650
48.877273	911.819465	21.545664	-0.008298	1.611611
48.921935	906.728255	21.550669	-0.008309	1.607471
48.879564	901.828312	21.555674	-0.008298	1.603453
48.970011	896.638672	21.560679	-0.008319	1.599225
48.859306	891.650384	21.565683	-0.008292	1.595094
48.640032	886.734089	21.570688	-0.008239	1.590981
48.585552	881.704700	21.575693	-0.008225	1.586811
48.563910	876.774275	21.580698	-0.008219	1.582721
48.585894	871.532014	21.585703	-0.008224	1.578374
48.563793	866.564012	21.590707	-0.008218	1.574230
48.431989	861.590938	21.595712	-0.008186	1.570040
48.386140	856.581195	21.600717	-0.008175	1.565833
48.395860	851.584141	21.605722	-0.008176	1.561641
48.255750	846.479384	21.610727	-0.008142	1.557304
48.298187	841.540835	21.615731	-0.008152	1.553148
48.220403	836.498065	21.620736	-0.008133	1.548857
48.148535	831.563171	21.625741	-0.008115	1.544648
48.156963	826.428517	21.630746	-0.008116	1.540281
47.947427	821.425697	21.635751	-0.008066	1.535950
47.962353	816.418109	21.640755	-0.008069	1.531669
48.002109	811.358208	21.645760	-0.008078	1.527338
48.005365	806.411403	21.650765	-0.008078	1.523082
47.953079	801.267187	21.655770	-0.008065	1.518627
47.683441	796.381195	21.660775	-0.008000	1.514316
47.621964	791.364656	21.665779	-0.007984	1.509942
47.670632	786.374947	21.670784	-0.007995	1.505613
47.610530	781.323558	21.675789	-0.007980	1.501185
47.642276	776.194740	21.680794	-0.007987	1.496703
47.370008	771.316232	21.685799	-0.007922	1.492335
47.339536	766.263567	21.690803	-0.007914	1.487874
47.343794	761.322197	21.695808	-0.007914	1.483510
47.293650	756.167840	21.700813	-0.007902	1.478927
47.247665	751.244603	21.705818	-0.007890	1.474536
47.217727	746.206287	21.710823	-0.007882	1.470035
47.119462	741.253294	21.715827	-0.007858	1.465575
47.087925	736.182356	21.720832	-0.007850	1.461016
46.873926	731.167940	21.725837	-0.007798	1.456436
46.875181	726.152290	21.730842	-0.007798	1.451909
46.929041	721.100672	21.735847	-0.007810	1.447352
46.903040	716.134533	21.740851	-0.007804	1.442833
46.796834	711.013144	21.745856	-0.007778	1.438132
46.729861	706.093400	21.750861	-0.007761	1.433613
46.706670	701.047340	21.755866	-0.007755	1.428977
46.728090	696.084745	21.760871	-0.007759	1.424418
46.546947	690.974978	21.765875	-0.007715	1.419643
46.528023	685.997143	21.770880	-0.007710	1.415026
46.318418	681.022424	21.775885	-0.007660	1.410335
46.414277	676.011204	21.780890	-0.007682	1.405695
46.322226	670.961523	21.785895	-0.007659	1.400941
46.262663	665.940505	21.790899	-0.007645	1.396209
46.178559	660.959317	21.795904	-0.007624	1.391490
45.987793	656.033380	21.800909	-0.007578	1.386771
45.952699	650.981880	21.805914	-0.007569	1.381969
46.027103	645.832509	21.810919	-0.007586	1.377095
45.843412	640.893076	21.815923	-0.007541	1.372316
45.984482	635.840154	21.820928	-0.007575	1.367522
45.712884	630.902149	21.825933	-0.007509	1.362681
45.772562	625.782481	21.830938	-0.007523	1.357761
45.702969	620.833484	21.835943	-0.007505	1.352944
45.726318	615.798796	21.840947	-0.007510	1.348058
45.588203	610.857861	21.845952	-0.007477	1.343190
45.506600	605.725148	21.850957	-0.007457	1.338136
45.504931	600.750524	21.855962	-0.007456	1.333247
45.320170	595.784123	21.860967	-0.007411	1.328283
45.518535	590.724850	21.865971	-0.007458	1.323344
45.245342	585.715014	21.870976	-0.007392	1.318268
45.146400	580.759582	21.875981	-0.007368	1.313289
45.182777	575.719860	21.880986	-0.007376	1.308255
45.050737	570.776268	21.885991	-0.007344	1.303238
44.931175	565.732196	21.890995	-0.007314	1.298104
44.783205	560.789637	21.896000	-0.007279	1.293043
44.836018	555.739788	21.901005	-0.007291	1.287925
44.700293	550.757410	21.906010	-0.007258	1.282787
44.771261	545.657647	21.911015	-0.007274	1.277584
44.727351	540.660454	21.916019	-0.007263	1.272423
44.591669	535.713342	21.921024	-0.007230	1.267258
44.562988	530.623095	21.926029	-0.007222	1.261964
44.530054	525.585997	21.931034	-0.007214	1.256701
44.412884	520.598429	21.936039	-0.007185	1.251436
44.350066	515.634789	21.941043	-0.007170	1.246195
44.310599	510.545614	21.946048	-0.007160	1.240807
44.267742	505.573218	21.951053	-0.007149	1.235519
44.270665	500.525642	21.956058	-0.007149	1.230146
44.105779	495.615477	21.961063	-0.007109	1.224831
44.101530	490.439950	21.966067	-0.007107	1.219270
43.960800	485.519098	21.971072	-0.007073	1.213906
43.800605	480.530974	21.976077	-0.007034	1.208437
43.877822	475.478535	21.981082	-0.007052	1.202966
43.682472	470.494552	21.986087	-0.007005	1.197438
43.642002	465.476429	21.991091	-0.006994	1.191908
43.585091	460.530060	21.996096	-0.006980	1.186425
43.596175	455.376310	22.001101	-0.006982	1.180713
43.510802	450.430290	22.006106	-0.006961	1.175167
43.340249	445.444558	22.011111	-0.006920	1.169515
43.358970	440.422498	22.016115	-0.006924	1.163872
43.263422	435.396208	22.021120	-0.006900	1.158150
43.154165	430.416065	22.026125	-0.006874	1.152446
43.119447	425.462859	22.031130	-0.006865	1.146776
43.023056	420.336582	22.036135	-0.006841	1.140852
42.983191	415.365284	22.041139	-0.006831	1.135101
42.815391	410.396851	22.046144	-0.006790	1.129270
42.895315	405.329585	22.051149	-0.006809	1.123397
42.840722	400.300709	22.056154	-0.006795	1.117482
42.582685	395.366278	22.061159	-0.006733	1.111560
42.623281	390.361152	22.066163	-0.006742	1.105650
42.481631	385.282403	22.071168	-0.006708	1.099543
42.557216	380.256768	22.076173	-0.006725	1.093559
42.327917	375.341417	22.081178	-0.006670	1.087542
42.294370	370.267477	22.086183	-0.006661	1.081385
42.221330	365.296172	22.091187	-0.006643	1.075300
42.164993	360.302669	22.096192	-0.006629	1.069161
42.171192	355.207488	22.101197	-0.006630	1.062889
41.937718	350.265728	22.106202	-0.006573	1.056663
41.920200	345.242322	22.111207	-0.006569	1.050395
41.759410	340.267703	22.116211	-0.006530	1.044086
41.789888	335.227054	22.121216	-0.006536	1.037743
41.695902	330.226337	22.126221	-0.006513	1.031354
41.656187	325.225891	22.131226	-0.006503	1.024950
41.527381	320.192456	22.136231	-0.006472	1.018422
41.334826	315.238376	22.141235	-0.006425	1.011925
41.418970	310.208192	22.146240	-0.006445	1.005418
41.216632	305.207541	22.151245	-0.006396	0.998770
41.039311	300.270326	22.156250	-0.006353	0.992174
41.114642	295.226525	22.161255	-0.006370	0.985514
40.955056	290.187864	22.166259	-0.006331	0.978701
40.886363	285.195666	22.171264	-0.006314	0.971947
40.733166	280.223385	22.176269	-0.006277	0.965132
40.736507	275.179080	22.181274	-0.006277	0.958247
40.628349	270.198166	22.186279	-0.006251	0.951344
40.463237	265.217186	22.191283	-0.006211	0.944361
40.544074	260.136599	22.196288	-0.006230	0.937313
40.479164	255.138935	22.201293	-0.006214	0.930253
40.291581	250.147137	22.206298	-0.006168	0.923084
40.233750	245.163884	22.211303	-0.006154	0.915939
40.103331	240.204663	22.216307	-0.006122	0.908734
40.045769	235.118632	22.221312	-0.006108	0.901325
39.951867	230.126719	22.226317	-0.006085	0.893974
39.795723	225.186685	22.231322	-0.006047	0.886605
39.743789	220.142373	22.236327	-0.006034	0.879075
39.611990	215.171265	22.241331	-0.006001	0.871546
39.570958	210.128935	22.246336	-0.005991	0.863894
39.384167	205.175482	22.251341	-0.005946	0.856228
