Wed Apr 02 00:27:14 2025


Number of Points = 4490

Depth (nm)	Load (µN)	Time (s)	Disp. Voltage(V)	Force Voltage(V)
108.241917	9770.056917	11.816333	-0.023564	5.085826
108.037246	9770.044260	11.821338	-0.023515	5.085817
108.116695	9770.087784	11.826343	-0.023534	5.085831
108.188281	9770.061876	11.831347	-0.023551	5.085826
108.251547	9770.072024	11.836352	-0.023566	5.085830
108.106460	9770.081935	11.841357	-0.023531	5.085829
108.232607	9770.067026	11.846362	-0.023561	5.085828
107.970403	9770.100655	11.851367	-0.023498	5.085830
108.106025	9770.076226	11.856371	-0.023530	5.085827
108.121608	9770.094014	11.861376	-0.023533	5.085832
108.162254	9770.079974	11.866381	-0.023543	5.085830
108.060353	9770.085162	11.871386	-0.023518	5.085828
108.074437	9770.101901	11.876391	-0.023521	5.085833
108.025341	9770.086770	11.881395	-0.023510	5.085827
108.079291	9770.114904	11.886400	-0.023522	5.085836
108.113061	9770.113735	11.891405	-0.023530	5.085837
108.107336	9770.085376	11.896410	-0.023528	5.085829
108.069848	9770.089578	11.901415	-0.023519	5.085829
108.230127	9770.063664	11.906419	-0.023557	5.085827
108.027434	9770.087148	11.911424	-0.023509	5.085827
108.107915	9770.088141	11.916429	-0.023528	5.085830
108.181980	9770.059538	11.921434	-0.023545	5.085825
108.115789	9770.095966	11.926439	-0.023529	5.085832
108.069731	9770.081714	11.931443	-0.023518	5.085827
108.104215	9770.078043	11.936448	-0.023526	5.085827
108.202416	9770.084370	11.941453	-0.023549	5.085831
108.164847	9770.087369	11.946458	-0.023540	5.085831
108.172727	9770.087820	11.951463	-0.023542	5.085831
108.104447	9770.084483	11.956467	-0.023525	5.085829
108.130666	9770.063537	11.961472	-0.023531	5.085824
108.137111	9770.087172	11.966477	-0.023533	5.085830
108.068482	9770.057210	11.971482	-0.023516	5.085821
108.069397	9770.055999	11.976487	-0.023516	5.085820
108.117855	9770.038681	11.981491	-0.023527	5.085817
108.161026	9770.070417	11.986496	-0.023537	5.085826
107.929150	9770.094670	11.991501	-0.023482	5.085826
108.041932	9770.070315	11.996506	-0.023508	5.085823
108.114576	9770.087921	12.001511	-0.023526	5.085830
108.197823	9770.078917	12.006515	-0.023545	5.085830
108.165927	9769.968586	12.011520	-0.023537	5.085800
108.245939	9770.035074	12.016525	-0.023556	5.085820
108.205187	9769.976613	12.021530	-0.023546	5.085803
108.188989	9770.086347	12.026535	-0.023542	5.085831
108.153066	9770.077047	12.031539	-0.023533	5.085828
108.107698	9770.073627	12.036544	-0.023522	5.085826
108.013996	9770.108216	12.041549	-0.023500	5.085832
108.094935	9770.076437	12.046554	-0.023519	5.085826
108.212517	9770.093975	12.051559	-0.023547	5.085834
108.109041	9770.078732	12.056563	-0.023522	5.085827
108.184584	9770.088749	12.061568	-0.023540	5.085831
108.092617	9770.085579	12.066573	-0.023517	5.085828
108.049286	9770.089208	12.071578	-0.023507	5.085828
108.153724	9770.074249	12.076583	-0.023532	5.085827
108.085551	9770.089079	12.081587	-0.023515	5.085829
108.192935	9770.075010	12.086592	-0.023541	5.085828
108.250204	9770.089450	12.091597	-0.023554	5.085833
108.143230	9770.075802	12.096602	-0.023528	5.085827
108.195749	9770.081066	12.101607	-0.023541	5.085830
108.125794	9770.090031	12.106611	-0.023524	5.085830
108.086127	9770.118709	12.111616	-0.023514	5.085836
108.201455	9770.035904	12.116621	-0.023541	5.085818
108.231177	9769.997608	12.121626	-0.023548	5.085809
108.030390	9770.024520	12.126631	-0.023500	5.085810
108.190960	9770.047051	12.131635	-0.023538	5.085821
108.070264	9770.060354	12.136640	-0.023509	5.085821
108.198222	9770.023432	12.141645	-0.023539	5.085815
108.116764	9770.032444	12.146650	-0.023520	5.085815
108.097228	9770.054073	12.151655	-0.023515	5.085820
108.114308	9770.041398	12.156659	-0.023519	5.085817
108.200441	9770.064800	12.161664	-0.023539	5.085825
108.220875	9770.057818	12.166669	-0.023544	5.085824
108.060915	9770.057238	12.171674	-0.023505	5.085819
108.145287	9770.103858	12.176679	-0.023525	5.085834
108.178199	9770.071273	12.181683	-0.023533	5.085826
108.211701	9770.078617	12.186688	-0.023541	5.085829
108.113593	9770.082178	12.191693	-0.023517	5.085827
108.149572	9770.023807	12.196698	-0.023525	5.085813
108.161481	9770.084414	12.201703	-0.023528	5.085829
108.098568	9770.072006	12.206707	-0.023513	5.085824
108.106733	9770.071214	12.211712	-0.023514	5.085824
108.227867	9770.075032	12.216717	-0.023543	5.085828
108.137364	9770.052311	12.221722	-0.023521	5.085820
108.214022	9770.082809	12.226727	-0.023539	5.085830
108.172742	9770.049856	12.231731	-0.023529	5.085820
108.250942	9770.038979	12.236736	-0.023548	5.085820
108.269041	9770.064975	12.241741	-0.023552	5.085827
108.142736	9770.077680	12.246746	-0.023521	5.085826
108.194883	9770.069653	12.251751	-0.023534	5.085826
108.050782	9770.057642	12.256755	-0.023499	5.085819
108.076016	9770.056195	12.261760	-0.023505	5.085819
108.277050	9770.036731	12.266765	-0.023553	5.085820
108.129660	9770.075980	12.271770	-0.023517	5.085826
108.151731	9770.084574	12.276775	-0.023522	5.085828
108.116945	9770.055759	12.281779	-0.023514	5.085820
108.271815	9770.044979	12.286784	-0.023551	5.085821
108.179023	9770.072197	12.291789	-0.023528	5.085826
108.183506	9770.042722	12.296794	-0.023529	5.085818
108.309727	9770.052044	12.301799	-0.023559	5.085824
108.305574	9770.050175	12.306803	-0.023558	5.085824
108.214507	9770.072357	12.311808	-0.023536	5.085827
108.276388	9770.075385	12.316813	-0.023550	5.085829
108.223327	9770.053415	12.321818	-0.023537	5.085822
108.210574	9770.067031	12.326823	-0.023534	5.085825
108.198199	9770.046671	12.331827	-0.023531	5.085820
108.222947	9770.070727	12.336832	-0.023537	5.085826
108.199048	9770.086774	12.341837	-0.023531	5.085830
108.135672	9770.050178	12.346842	-0.023515	5.085819
108.193636	9770.091204	12.351847	-0.023529	5.085831
108.170497	9770.056267	12.356851	-0.023523	5.085821
108.164104	9770.080094	12.361856	-0.023521	5.085827
108.193682	9770.079383	12.366861	-0.023528	5.085828
108.092503	9770.056618	12.371866	-0.023504	5.085819
108.173973	9770.056291	12.376871	-0.023523	5.085821
108.264609	9770.024664	12.381875	-0.023545	5.085816
108.262338	9770.041980	12.386880	-0.023544	5.085820
108.169803	9770.060687	12.391885	-0.023522	5.085822
108.222855	9770.024687	12.396890	-0.023534	5.085814
108.167964	9770.087752	12.401895	-0.023521	5.085829
108.122403	9770.083142	12.406899	-0.023510	5.085826
108.166155	9770.048159	12.411904	-0.023520	5.085819
108.189412	9770.080862	12.416909	-0.023525	5.085828
108.282557	9770.047748	12.421914	-0.023547	5.085822
108.236003	9770.090512	12.426919	-0.023536	5.085831
108.226675	9770.073454	12.431923	-0.023533	5.085827
108.091296	9770.083516	12.436928	-0.023501	5.085826
108.073689	9770.097662	12.441933	-0.023496	5.085829
108.200898	9770.043855	12.446938	-0.023527	5.085818
108.317713	9770.066325	12.451943	-0.023554	5.085827
108.225547	9770.081355	12.456947	-0.023532	5.085829
108.291900	9770.029357	12.461952	-0.023548	5.085817
108.112919	9770.074486	12.466957	-0.023505	5.085824
108.360361	9770.047522	12.471962	-0.023564	5.085824
108.171215	9770.086491	12.476967	-0.023518	5.085828
107.983453	9770.104706	12.481971	-0.023473	5.085828
108.119041	9770.093612	12.486976	-0.023505	5.085829
108.291389	9770.079709	12.491981	-0.023546	5.085830
108.190900	9770.065351	12.496986	-0.023522	5.085823
108.194836	9769.988671	12.501991	-0.023523	5.085804
108.101348	9770.093528	12.506995	-0.023500	5.085828
108.061723	9770.082209	12.512000	-0.023490	5.085824
108.192387	9770.070441	12.517005	-0.023521	5.085825
108.213195	9770.037968	12.522010	-0.023526	5.085817
108.258170	9770.074356	12.527015	-0.023537	5.085827
108.192844	9770.081602	12.532019	-0.023521	5.085827
108.145251	9770.084485	12.537024	-0.023509	5.085827
108.206471	9770.082738	12.542029	-0.023524	5.085828
108.221695	9770.071478	12.547034	-0.023527	5.085826
108.267594	9770.088374	12.552039	-0.023538	5.085831
108.259680	9770.082069	12.557043	-0.023536	5.085829
108.113616	9770.087240	12.562048	-0.023501	5.085826
108.295479	9770.069872	12.567053	-0.023544	5.085827
108.155111	9770.053817	12.572058	-0.023510	5.085819
108.355892	9770.094977	12.577063	-0.023558	5.085835
108.299062	9770.061300	12.582067	-0.023544	5.085825
108.182673	9770.059589	12.587072	-0.023516	5.085821
108.191906	9770.102310	12.592077	-0.023518	5.085832
108.171600	9770.071910	12.597082	-0.023513	5.085824
108.230257	9770.082562	12.602087	-0.023527	5.085828
108.348113	9770.069772	12.607091	-0.023555	5.085828
108.255458	9770.081220	12.612096	-0.023532	5.085829
108.377819	9770.076421	12.617101	-0.023561	5.085831
108.278892	9770.055833	12.622106	-0.023537	5.085823
108.128710	9770.089328	12.627111	-0.023501	5.085827
108.202340	9770.086223	12.632115	-0.023519	5.085828
108.175657	9770.069852	12.637120	-0.023512	5.085823
108.195871	9770.082285	12.642125	-0.023517	5.085827
108.197093	9770.078617	12.647130	-0.023517	5.085826
108.341046	9770.088423	12.652135	-0.023551	5.085833
108.118169	9770.092300	12.657139	-0.023497	5.085827
108.167541	9770.089425	12.662144	-0.023509	5.085828
108.310314	9770.088452	12.667149	-0.023543	5.085832
108.218083	9770.080463	12.672154	-0.023521	5.085827
108.069118	9770.104130	12.677159	-0.023485	5.085829
108.110288	9770.111847	12.682163	-0.023494	5.085832
108.057606	9770.083777	12.687168	-0.023482	5.085823
108.196181	9770.108714	12.692173	-0.023515	5.085834
108.284939	9770.050629	12.697178	-0.023536	5.085821
108.277137	9770.080670	12.702183	-0.023533	5.085829
108.304542	9770.085045	12.707187	-0.023540	5.085831
108.239422	9770.048640	12.712192	-0.023524	5.085819
108.164691	9770.104181	12.717197	-0.023506	5.085831
108.164437	9770.057045	12.722202	-0.023506	5.085819
108.143153	9770.092196	12.727207	-0.023500	5.085828
108.259725	9770.075910	12.732211	-0.023528	5.085827
108.175576	9768.145024	12.737216	-0.023507	5.085327
108.201008	9763.067959	12.742221	-0.023513	5.084019
108.252813	9758.011101	12.747226	-0.023525	5.082718
108.259381	9753.305595	12.752231	-0.023526	5.081505
108.236182	9748.372048	12.757235	-0.023520	5.080232
108.094525	9743.238568	12.762240	-0.023485	5.078904
108.070764	9738.242302	12.767245	-0.023479	5.077614
108.013787	9732.681241	12.772250	-0.023465	5.076177
108.030237	9727.564721	12.777255	-0.023468	5.074857
108.037215	9722.480801	12.782259	-0.023469	5.073544
107.924305	9717.441695	12.787264	-0.023442	5.072240
107.813633	9712.760140	12.792269	-0.023415	5.071027
107.807895	9707.711699	12.797274	-0.023413	5.069723
107.918187	9702.661320	12.802279	-0.023438	5.068420
107.803108	9697.679557	12.807283	-0.023410	5.067129
107.806669	9692.463761	12.812288	-0.023410	5.065780
107.872036	9687.474165	12.817293	-0.023426	5.064492
107.673830	9682.399444	12.822298	-0.023378	5.063173
107.732669	9677.550651	12.827303	-0.023391	5.061920
107.768277	9672.746645	12.832307	-0.023399	5.060677
107.599749	9667.655652	12.837312	-0.023358	5.059354
107.761645	9662.613316	12.842317	-0.023396	5.058053
107.538106	9657.314312	12.847322	-0.023342	5.056674
107.584071	9652.079248	12.852327	-0.023353	5.055318
107.535230	9647.032087	12.857331	-0.023340	5.054009
107.472235	9641.886710	12.862336	-0.023325	5.052673
107.589358	9637.180974	12.867341	-0.023352	5.051456
107.559822	9632.226970	12.872346	-0.023344	5.050170
107.460437	9627.142586	12.877351	-0.023320	5.048848
107.478921	9622.180914	12.882355	-0.023324	5.047560
107.342011	9617.026504	12.887360	-0.023291	5.046218
107.472772	9611.963306	12.892365	-0.023321	5.044907
107.357109	9606.856108	12.897370	-0.023293	5.043577
107.213054	9601.968596	12.902375	-0.023258	5.042303
107.304030	9597.235745	12.907379	-0.023279	5.041076
107.278770	9592.132995	12.912384	-0.023273	5.039749
107.216760	9587.104230	12.917389	-0.023257	5.038439
107.284688	9581.803863	12.922394	-0.023273	5.037063
107.289964	9576.376510	12.927399	-0.023273	5.035651
106.978395	9571.284528	12.932403	-0.023198	5.034317
107.080768	9566.255582	12.937408	-0.023222	5.033011
107.088890	9561.503726	12.942413	-0.023224	5.031774
107.170855	9556.553943	12.947418	-0.023243	5.030487
107.140317	9551.409849	12.952423	-0.023235	5.029146
107.111164	9546.367614	12.957427	-0.023227	5.027832
107.012522	9541.286824	12.962432	-0.023203	5.026505
106.989893	9536.253696	12.967437	-0.023197	5.025192
106.937697	9531.141516	12.972442	-0.023184	5.023857
106.884423	9526.120596	12.977447	-0.023171	5.022546
106.870804	9521.475688	12.982451	-0.023167	5.021334
106.782632	9516.401562	12.987456	-0.023145	5.020007
106.739587	9511.373782	12.992461	-0.023134	5.018693
106.784229	9506.131483	12.997466	-0.023144	5.017326
106.936115	9500.737058	13.002471	-0.023180	5.015921
106.812576	9495.778931	13.007475	-0.023150	5.014622
106.554358	9490.716021	13.012480	-0.023088	5.013291
106.699739	9485.830632	13.017485	-0.023122	5.012019
106.773223	9480.976357	13.022490	-0.023139	5.010752
106.676769	9475.910452	13.027495	-0.023115	5.009424
106.731018	9470.933239	13.032499	-0.023128	5.008124
106.774578	9465.759322	13.037504	-0.023137	5.006771
106.539787	9460.712580	13.042509	-0.023081	5.005443
106.555590	9455.646070	13.047514	-0.023084	5.004117
106.491752	9450.627247	13.052519	-0.023068	5.002801
106.495968	9445.978327	13.057523	-0.023068	5.001584
106.462370	9440.938245	13.062528	-0.023060	5.000262
106.655214	9435.891764	13.067533	-0.023105	4.998945
106.306010	9430.726202	13.072538	-0.023021	4.997581
106.366766	9425.131378	13.077543	-0.023035	4.996115
106.370775	9420.120947	13.082547	-0.023036	4.994801
106.434970	9415.060653	13.087552	-0.023050	4.993476
106.376949	9410.226781	13.092557	-0.023036	4.992205
106.383014	9405.298515	13.097562	-0.023037	4.990912
106.242424	9400.242785	13.102567	-0.023003	4.989580
106.201390	9395.243118	13.107571	-0.022992	4.988266
106.267384	9390.067999	13.112576	-0.023007	4.986908
106.321103	9385.022850	13.117581	-0.023020	4.985584
106.173187	9380.016256	13.122586	-0.022984	4.984264
106.237516	9374.987942	13.127591	-0.022998	4.982944
106.099839	9370.317574	13.132595	-0.022965	4.981711
106.240007	9365.203195	13.137600	-0.022998	4.980370
106.063922	9360.217205	13.142605	-0.022955	4.979053
106.023669	9355.063211	13.147610	-0.022945	4.977695
106.049960	9349.669016	13.152615	-0.022951	4.976276
105.964182	9344.636029	13.157619	-0.022930	4.974948
105.885973	9339.562019	13.162624	-0.022910	4.973609
106.043935	9334.715535	13.167629	-0.022947	4.972337
105.945705	9329.891819	13.172634	-0.022923	4.971062
105.941737	9324.789124	13.177639	-0.022922	4.969717
105.704793	9319.784775	13.182643	-0.022865	4.968390
105.870483	9314.635821	13.187648	-0.022904	4.967037
105.759096	9309.585847	13.192653	-0.022876	4.965701
105.888266	9304.490202	13.197658	-0.022907	4.964361
105.707846	9299.472695	13.202663	-0.022863	4.963030
105.656128	9294.874758	13.207667	-0.022850	4.961815
105.584771	9289.800483	13.212672	-0.022832	4.960472
105.676836	9284.731231	13.217677	-0.022854	4.959136
105.664872	9279.497688	13.222682	-0.022850	4.957753
105.686631	9274.053619	13.227687	-0.022855	4.956314
105.518152	9269.072510	13.232691	-0.022814	4.954992
105.567691	9263.886561	13.237696	-0.022825	4.953622
105.571303	9259.110070	13.242701	-0.022826	4.952358
105.523079	9254.218494	13.247706	-0.022814	4.951062
105.524761	9249.145146	13.252711	-0.022813	4.949720
105.495383	9244.106488	13.257715	-0.022806	4.948385
105.495203	9238.988970	13.262720	-0.022805	4.947029
105.446500	9233.924819	13.267725	-0.022793	4.945686
105.285557	9228.838267	13.272730	-0.022754	4.944333
105.356234	9223.889314	13.277735	-0.022770	4.943024
105.227715	9219.216015	13.282739	-0.022739	4.941781
105.285658	9214.059295	13.287744	-0.022752	4.940415
105.331289	9209.020847	13.292749	-0.022762	4.939080
105.174303	9203.896043	13.297754	-0.022724	4.937715
105.192259	9198.483892	13.302759	-0.022728	4.936279
105.074344	9193.441853	13.307763	-0.022699	4.934937
104.976256	9188.417553	13.312768	-0.022675	4.933599
105.239245	9183.639743	13.317773	-0.022738	4.932339
105.117125	9178.676331	13.322778	-0.022708	4.931016
105.077000	9173.639402	13.327783	-0.022698	4.929676
105.011864	9168.626958	13.332787	-0.022681	4.928342
105.094348	9163.414203	13.337792	-0.022701	4.926958
105.041360	9158.424141	13.342797	-0.022687	4.925629
104.939098	9153.344263	13.347802	-0.022662	4.924274
104.931470	9148.372355	13.352807	-0.022660	4.922951
104.947806	9143.671999	13.357811	-0.022663	4.921700
104.915316	9138.573355	13.362816	-0.022655	4.920342
104.872816	9133.498493	13.367821	-0.022644	4.918988
104.796869	9128.156267	13.372826	-0.022625	4.917563
104.646459	9122.933990	13.377831	-0.022589	4.916166
104.683294	9117.776140	13.382835	-0.022597	4.914792
104.687629	9112.733898	13.387840	-0.022597	4.913448
104.678855	9108.048165	13.392845	-0.022595	4.912198
104.631015	9102.997674	13.397850	-0.022583	4.910849
104.702343	9097.918194	13.402855	-0.022599	4.909496
104.670521	9092.938621	13.407859	-0.022591	4.908165
104.561207	9087.776227	13.412864	-0.022564	4.906783
104.543715	9082.750853	13.417869	-0.022559	4.905441
104.537829	9077.685646	13.422874	-0.022557	4.904087
104.562023	9072.827088	13.427879	-0.022563	4.902790
104.486358	9068.004804	13.432883	-0.022544	4.901498
104.450203	9062.953404	13.437888	-0.022535	4.900146
104.503039	9057.859292	13.442893	-0.022547	4.898786
104.424247	9052.484790	13.447898	-0.022527	4.897345
104.361006	9047.360697	13.452903	-0.022512	4.895972
104.521139	9042.261743	13.457907	-0.022549	4.894613
104.384584	9037.321369	13.462912	-0.022516	4.893285
104.399163	9032.630939	13.467917	-0.022519	4.892029
104.411135	9027.519045	13.472922	-0.022521	4.890660
104.296703	9022.487850	13.477927	-0.022493	4.889308
104.160656	9017.451566	13.482931	-0.022460	4.887954
104.211922	9012.320233	13.487936	-0.022472	4.886580
104.248235	9007.273749	13.492941	-0.022480	4.885227
104.202205	9002.189318	13.497946	-0.022468	4.883862
103.961698	8997.555085	13.502951	-0.022410	4.882610
104.139766	8992.579154	13.507955	-0.022452	4.881281
104.086557	8987.443997	13.512960	-0.022439	4.879900
104.009337	8982.333205	13.517965	-0.022420	4.878525
104.023182	8976.742517	13.522970	-0.022423	4.877023
103.871073	8971.677101	13.527975	-0.022386	4.875657
103.939023	8966.624981	13.532979	-0.022401	4.874301
104.082279	8961.718794	13.537984	-0.022435	4.872987
104.021221	8956.846501	13.542989	-0.022420	4.871675
103.969702	8951.821111	13.547994	-0.022407	4.870321
103.869389	8946.737424	13.552999	-0.022382	4.868950
103.950924	8941.660259	13.558003	-0.022401	4.867586
103.902477	8936.627126	13.563008	-0.022389	4.866229
103.788775	8931.524040	13.568013	-0.022361	4.864851
103.847200	8926.611768	13.573018	-0.022375	4.863530
103.766383	8921.799150	13.578023	-0.022355	4.862230
103.845223	8916.767517	13.583027	-0.022373	4.860876
103.711744	8911.752643	13.588032	-0.022341	4.859520
103.673299	8906.433764	13.593037	-0.022331	4.858084
103.546171	8901.203454	13.598042	-0.022300	4.856668
103.505899	8896.162143	13.603047	-0.022290	4.855307
103.509943	8891.136027	13.608051	-0.022290	4.853950
103.615715	8886.384508	13.613056	-0.022315	4.852671
103.597146	8881.345624	13.618061	-0.022310	4.851309
103.552303	8876.295488	13.623066	-0.022298	4.849944
103.423274	8871.353912	13.628071	-0.022267	4.848604
103.491611	8866.149454	13.633075	-0.022283	4.847199
103.403517	8861.088641	13.638080	-0.022261	4.845828
103.454314	8856.026846	13.643085	-0.022273	4.844461
103.363317	8851.308571	13.648090	-0.022250	4.843181
103.309982	8846.408860	13.653095	-0.022237	4.841853
103.442349	8841.294118	13.658099	-0.022268	4.840474
103.191047	8836.291182	13.663104	-0.022207	4.839110
103.261990	8830.710396	13.668109	-0.022224	4.837601
103.248016	8825.635935	13.673114	-0.022220	4.836226
103.165580	8820.577915	13.678119	-0.022200	4.834852
103.143609	8815.627204	13.683123	-0.022194	4.833509
103.108320	8810.818983	13.688128	-0.022185	4.832204
103.179031	8805.691571	13.693133	-0.022201	4.830816
103.129369	8800.680866	13.698138	-0.022189	4.829455
102.919264	8795.654226	13.703143	-0.022138	4.828083
103.060852	8790.528461	13.708147	-0.022171	4.826697
102.975415	8785.482095	13.713152	-0.022150	4.825324
102.965022	8780.449976	13.718157	-0.022147	4.823957
102.946039	8775.755971	13.723162	-0.022142	4.822681
102.867750	8770.740461	13.728167	-0.022122	4.821315
102.915026	8765.671379	13.733171	-0.022133	4.819939
102.854196	8760.481869	13.738176	-0.022118	4.818525
102.920108	8755.136565	13.743181	-0.022133	4.817074
102.756563	8750.123694	13.748186	-0.022094	4.815704
102.801482	8745.076878	13.753191	-0.022104	4.814332
102.846384	8740.361745	13.758195	-0.022114	4.813050
102.757814	8735.373826	13.763200	-0.022092	4.811689
102.689238	8730.271139	13.768205	-0.022075	4.810296
102.572991	8725.308263	13.773210	-0.022047	4.808940
102.634505	8720.112758	13.778215	-0.022061	4.807526
102.615261	8715.081033	13.783219	-0.022056	4.806154
102.474718	8710.073196	13.788224	-0.022021	4.804783
102.505073	8705.291593	13.793229	-0.022028	4.803480
102.619690	8700.409256	13.798234	-0.022055	4.802152
102.508408	8695.243773	13.803239	-0.022028	4.800738
102.501811	8690.304344	13.808243	-0.022026	4.799389
102.438177	8684.570594	13.813248	-0.022010	4.797821
102.396770	8679.572726	13.818253	-0.021999	4.796454
102.427227	8674.486351	13.823258	-0.022006	4.795066
102.255446	8669.598569	13.828263	-0.021964	4.793723
102.240289	8664.744091	13.833267	-0.021960	4.792395
102.314116	8659.663982	13.838272	-0.021977	4.791009
102.323459	8654.682172	13.843277	-0.021979	4.789646
102.281786	8649.534348	13.848282	-0.021968	4.788236
102.221922	8644.456741	13.853287	-0.021953	4.786844
102.258164	8639.374040	13.858291	-0.021961	4.785454
102.201231	8634.449454	13.863296	-0.021947	4.784103
102.156927	8629.712526	13.868301	-0.021936	4.782804
102.134661	8624.592184	13.873306	-0.021930	4.781400
102.051735	8619.584357	13.878311	-0.021910	4.780024
102.099478	8614.286411	13.883315	-0.021921	4.778573
102.110134	8609.093152	13.888320	-0.021923	4.777149
101.996325	8603.973564	13.893325	-0.021895	4.775740
101.975353	8598.992597	13.898330	-0.021889	4.774372
101.919512	8594.268156	13.903335	-0.021875	4.773073
101.978920	8589.224080	13.908339	-0.021889	4.771691
101.914818	8584.064781	13.913344	-0.021873	4.770271
101.943318	8579.076873	13.918349	-0.021879	4.768902
101.844914	8574.033378	13.923354	-0.021855	4.767512
101.891961	8568.931042	13.928359	-0.021866	4.766111
101.956601	8563.901484	13.933363	-0.021881	4.764730
101.811800	8559.201553	13.938368	-0.021845	4.763432
101.678504	8554.240365	13.943373	-0.021813	4.762062
101.613844	8549.138186	13.948378	-0.021797	4.760655
101.707294	8543.975351	13.953383	-0.021819	4.759237
101.744298	8538.494475	13.958387	-0.021827	4.757729
101.590192	8533.459581	13.963392	-0.021789	4.756336
101.519678	8528.344044	13.968397	-0.021772	4.754924
101.578246	8523.685001	13.973402	-0.021785	4.753642
101.595737	8518.549616	13.978407	-0.021789	4.752227
101.586985	8513.623247	13.983411	-0.021786	4.750868
101.551508	8508.488257	13.988416	-0.021777	4.749450
101.394002	8503.449232	13.993421	-0.021739	4.748053
101.345544	8498.366685	13.998426	-0.021727	4.746648
101.377542	8493.275230	14.003431	-0.021734	4.745243
101.375588	8488.443320	14.008435	-0.021733	4.743909
101.365799	8483.575482	14.013440	-0.021730	4.742563
101.254322	8478.515838	14.018445	-0.021703	4.741161
101.282970	8473.492853	14.023450	-0.021709	4.739773
101.244952	8467.959412	14.028455	-0.021699	4.738242
101.246506	8462.973897	14.033459	-0.021699	4.736863
101.224092	8457.869198	14.038464	-0.021693	4.735449
101.149732	8453.032956	14.043469	-0.021675	4.734108
101.106527	8448.166533	14.048474	-0.021664	4.732759
101.143612	8443.076824	14.053479	-0.021672	4.731351
101.116269	8438.054315	14.058483	-0.021665	4.729958
100.966932	8432.959766	14.063488	-0.021629	4.728541
101.056123	8427.889542	14.068493	-0.021649	4.727139
101.012388	8422.851401	14.073498	-0.021638	4.725740
100.971464	8417.708556	14.078503	-0.021628	4.724312
100.993733	8412.789854	14.083507	-0.021633	4.722949
100.880564	8407.832715	14.088512	-0.021605	4.721568
100.943108	8402.666967	14.093517	-0.021620	4.720137
100.892882	8397.206735	14.098522	-0.021607	4.718619
100.809740	8391.954258	14.103527	-0.021586	4.717156
100.810874	8387.007909	14.108531	-0.021586	4.715782
100.823701	8381.969189	14.113536	-0.021589	4.714382
100.708838	8377.238148	14.118541	-0.021561	4.713062
100.735350	8372.111656	14.123546	-0.021566	4.711638
100.675566	8367.140789	14.128551	-0.021551	4.710252
100.776164	8361.977278	14.133555	-0.021575	4.708820
100.691964	8356.953560	14.138560	-0.021554	4.707418
100.636729	8351.841886	14.143565	-0.021540	4.705992
100.541493	8346.997712	14.148570	-0.021517	4.704639
100.666324	8342.088836	14.153575	-0.021546	4.703277
100.679962	8337.067845	14.158579	-0.021549	4.701878
100.612519	8331.996512	14.163584	-0.021532	4.700462
100.580082	8326.671899	14.168589	-0.021524	4.698976
100.571981	8321.563603	14.173594	-0.021521	4.697550
100.363946	8316.451849	14.178599	-0.021471	4.696116
100.556539	8311.529391	14.183603	-0.021517	4.694750
100.467672	8306.682579	14.188608	-0.021495	4.693393
100.527190	8301.695509	14.193613	-0.021508	4.692003
100.286898	8296.598107	14.198618	-0.021450	4.690569
100.163617	8291.614482	14.203623	-0.021420	4.689171
100.281253	8286.438967	14.208627	-0.021448	4.687729
100.329510	8281.464048	14.213632	-0.021459	4.686340
100.230580	8276.442275	14.218637	-0.021435	4.684932
100.245388	8271.767660	14.223642	-0.021438	4.683624
100.079344	8266.723200	14.228647	-0.021397	4.682206
100.130172	8261.626629	14.233651	-0.021409	4.680781
100.027518	8256.290417	14.238656	-0.021384	4.679283
100.043581	8250.934778	14.243661	-0.021387	4.677783
100.049793	8245.922121	14.248666	-0.021388	4.676379
99.990585	8240.865122	14.253671	-0.021373	4.674959
100.073273	8236.226998	14.258675	-0.021392	4.673662
99.928534	8231.100138	14.263680	-0.021357	4.672218
99.982561	8226.080683	14.268685	-0.021369	4.670812
99.897249	8220.989204	14.273690	-0.021348	4.669380
99.886943	8215.872412	14.278695	-0.021345	4.667943
99.848636	8210.858152	14.283699	-0.021336	4.666534
99.986053	8205.804371	14.288704	-0.021368	4.665120
99.840931	8201.139316	14.293709	-0.021333	4.663803
99.743693	8196.067383	14.298714	-0.021309	4.662374
99.835546	8191.061609	14.303719	-0.021330	4.660970
99.782413	8185.760755	14.308723	-0.021317	4.659477
99.616248	8180.573128	14.313728	-0.021276	4.658011
99.707222	8175.370240	14.318733	-0.021298	4.656551
99.588828	8170.393814	14.323738	-0.021269	4.655145
99.514328	8165.770338	14.328743	-0.021250	4.653840
99.562600	8160.642877	14.333747	-0.021261	4.652398
99.536905	8155.669004	14.338752	-0.021255	4.650995
99.754821	8150.546418	14.343757	-0.021306	4.649561
99.570074	8145.509097	14.348762	-0.021261	4.648133
99.510893	8140.413195	14.353767	-0.021247	4.646694
99.567477	8135.399639	14.358771	-0.021260	4.645282
99.477405	8130.813897	14.363776	-0.021237	4.643984
99.426451	8125.706950	14.368781	-0.021225	4.642540
99.336706	8120.673908	14.373786	-0.021203	4.641116
99.136784	8115.321166	14.378791	-0.021154	4.639595
99.331155	8109.962578	14.383795	-0.021200	4.638090
99.219007	8104.933462	14.388800	-0.021173	4.636664
